Gene_ID,sp_num,root2tip_variance,tree_legnth,spTr_bipartition,aln_length,average_node_support,Rafflesiaceae_best_compositional_homogeneity_pvalue,stem_raff_branch_len,ancestor_of_stem_raff_bran_len,raff_placement_SHaLRT,raff_placement_UFBP
172,29,0.146341463,,,391,61.89,94.38,0.75362188,0.075383169,83,77
242,28,0.00480858,2.80421,0.219512195,2973,69.81,89.19,0.264707764,0.00815941,93.6,77
701,27,0.0185239,2.80667,0.170731707,579,69.44,79.66,0.295709899,0.022391367,90.5,77
779,31,0.0150244,4.94516,0.170731707,3616,69.76,19.27,0.384580637,0.034171504,98.9,77
1134,33,0.00932797,4.11715,0.243902439,1325,71.42,40.04,0.290991746,0.028519789,89.6,77
1241,31,0.00776624,3.64644,0.317073171,951,71.63,34.06,0.206447767,0.027819159,90,77
1597,23,0.00901961,2.64995,0.170731707,1995,73.55,0.28,0.279745746,0.020145038,61.6,77
1635,34,0.0290649,5.91295,0.341463415,1062,74.16,75.7,0.417304023,0.070296351,95.6,77
1665,34,0.014516,5.28114,0.219512195,1274,68.84,89.03,0.232033636,0.026341962,92,77
1675,26,0.0172249,4.73643,0.097560976,572,66.79,95.64,0.288352034,0.057488549,90.5,77
1689,35,0.0175707,6.01359,0.341463415,1562,80.18,12.42,0.344181907,0.040940959,68,77
2149,36,0.0153282,3.99372,0.243902439,453,62.85,99.35,0.406408152,0.009448237,43.6,77
2187,38,0.365853659,,,618,65.06,71.69,0.195613333,0.015815454,79.1,77
2470,37,0.43902439,,,756,81.37,95.44,0.180018132,0.023775481,84.3,77
2665,33,0.0257377,6.46293,0.341463415,898,70.65,92.67,0.375452989,0.067263348,76.5,77
2812,36,0.0209127,5.95754,0.317073171,871,69.59,79.55,0.43935987,0.014877852,77.2,77
275,28,0.00366148,3.00044,0.170731707,1029,73.12,76.74,0.179788744,0.016127558,80.6,76
281,29,0.00690624,3.8629,0.268292683,1459,74.44,78.01,0.296300566,0.059112711,98.6,76
479,27,0.0157362,5.03684,0.170731707,781,64.2,81.9,0.388940387,0.043730855,73.2,76
813,32,0.0205805,5.16084,0.195121951,696,65.2,65.27,0.447615302,0.076811833,97,76
851,32,0.0122722,3.88599,0.243902439,909,68.97,98.12,0.340247523,0.013878201,61.7,76
865,29,0.0152551,5.58125,0.170731707,1732,66.68,74.17,,,79.7,76
924,29,0.00992658,3.1755,0.170731707,2200,64.37,65.14,0.267553028,0.022191187,90.8,76
930,30,0.00459112,4.01134,0.219512195,1113,67.79,44.62,,,81.9,76
952,11,0.01866,1.54134,0.097560976,1560,82.8,98.7,0.372896691,0.01241324,77,76
965,10,0.0202354,2.39707,0.048780488,903,63.67,58.06,0.513187776,0.033987649,91.7,76
1028,31,0.0282977,5.80145,0.268292683,2421,73.93,65.03,0.654993977,0.041573394,57.1,76
1216,30,0.00895136,3.49371,0.243902439,1392,73.66,94.56,0.232395095,0.0320248,79.6,76
1263,31,0.010009,5.04653,0.195121951,981,72.34,69.44,0.280375563,0.050645642,91.5,76
1497,28,0.0224314,4.07124,0.12195122,1712,63.59,0,0.403767562,0.023350452,96.5,76
1566,14,0.00211141,1.6776,0.12195122,2963,60.85,1.37,,,61.5,76
1699,32,0.0034557,3.45082,0.292682927,885,62.33,56.66,0.120432049,0.045064265,88.9,76
2159,10,5.01318,8.55369,0.073170732,5547,84.44,10.38,,,0,76
2275,35,0.0114393,3.38088,0.365853659,1116,69.38,98.05,0.238712984,0.014350634,91.4,76
2467,36,0.0103043,5.39007,0.487804878,975,72.59,39.21,0.261302778,0.062644054,89.1,76
2475,37,0.00929905,3.90549,0.317073171,1621,68.11,88.84,0.198723649,0.029162025,88,76
2666,30,0.0172498,4.12972,0.317073171,3381,78.43,30.49,0.340264586,0.013954681,81.5,76
2957,32,0.0118278,3.1407,0.195121951,1360,63.68,70.81,0.339250339,0.021668499,88,76
170,30,0.00826652,4.35804,0.195121951,1296,73.89,88.99,0.308041897,0.037141597,84.1,75
218,28,0.0247623,5.14836,0.170731707,912,72.44,1.03,0.343456733,0.024322329,86.9,75
234,26,0.00711826,3.44062,0.146341463,1700,68.79,44.3,0.002384504,0.010175963,89.3,75
260,30,0.0388243,6.29398,0.268292683,835,71.46,43.12,0.627609292,0.076723089,69.2,75
448,30,0.0265643,5.51849,0.243902439,1683,68.18,86.88,0.41016583,0.052160397,64.4,75
558,22,0.00576453,1.76741,0.170731707,7074,62.5,97.69,0.20955923,0.019488663,75.1,75
692,30,0.0108546,4.07667,0.292682927,855,66.54,1.79,0.295294619,0.044050887,72.8,75
854,32,0.0108657,5.08225,0.292682927,555,69.33,21.17,0.423655639,0.029888978,71,75
900,31,0.00481795,3.05847,0.219512195,2322,61.52,24.94,0.252840173,0.013245239,70.5,75
1125,33,0.0146216,5.48309,0.317073171,1258,79.32,65.83,0.290361018,0.021159112,65.8,75
1367,35,0.0105126,4.40564,0.317073171,854,68.67,72.15,0.29092006,0.016987641,56.7,75
1652,34,0.00954913,3.93395,0.365853659,621,69.97,75.21,0.265926155,0.023239309,92,75
1664,35,0.0188723,5.98636,0.292682927,613,74.97,99.17,0.378989688,0.040430437,68.8,75
1756,24,0.0406555,4.51562,0.219512195,1312,66.14,0.01,0.456031776,0.039446857,57.8,75
1768,30,0.0869623,5.74771,0.243902439,1776,72.66,25.73,0.088536242,0.194601383,96.2,75
1783,29,0.0156328,5.50735,0.268292683,1446,69.19,0.19,,,87.7,75
1860,27,0.00441158,3.61535,0.243902439,1521,76.54,91.23,0.24703567,0.009178361,90.1,75
1927,36,0.00920607,3.89517,0.292682927,1116,69.44,81.46,0.276496966,0.045255716,95.3,75
2154,37,0.0305261,5.26996,0.365853659,1016,68.74,44.79,0.361732363,0.009256075,79.8,75
2579,36,0.0135255,5.40099,0.268292683,1122,65.24,54.51,0.341429481,0.061066751,96,75
2646,32,0.0145487,4.17205,0.219512195,737,57.03,95.14,0.234980252,0.023222507,91.6,75
2688,12,0.0162536,1.94098,0.097560976,2586,70.09,63.12,0.192268077,0.081295573,95.7,75
2874,21,0.00781702,2.60419,0.097560976,977,71.45,30.56,0.260340493,0.009978993,78.7,75
2964,26,0.00422084,2.48907,0.048780488,594,54.4,98.99,0.172374088,0.01229439,81.4,75
21,28,0.581551,9.05742,0.268292683,1301,74.46,12.23,2.56E-06,0.03415169,90.5,74
98,29,0.0140374,4.28871,0.195121951,1898,73.52,52.81,0.366237672,0.021168263,77.5,74
130,26,0.00538058,2.62071,0.170731707,1788,73.5,6.73,0.267511897,0.016412558,71.8,74
303,29,0.219512195,,,1419,74.3,97.7,0.19831329,0.010713632,63.7,74
521,30,0.0170758,3.89222,0.12195122,1110,68.45,0.68,0.269490912,0.036878856,87.2,74
832,31,0.0239442,5.06599,0.317073171,1168,71.31,2.73,0.362862053,0.035600465,88.1,74
1169,31,0.00761809,4.17214,0.243902439,1625,70.1,57.3,0.295828813,0.024477342,87.5,74
1247,33,0.0467343,5.17251,0.146341463,1078,61.13,42.14,0.325748346,0.02529349,94,74
1312,20,0.146341463,,,4344,76.05,86.71,,,87.1,74
1411,33,0.038148,5.30428,0.365853659,1704,68.42,0,0.26836798,0.14396237,91.3,74
1537,32,0.0397607,4.70041,0.292682927,924,71.17,42.19,0.536014322,0.048380048,78.9,74
1584,31,0.0372156,6.26517,0.268292683,3322,70.03,9.59,0.500839481,0.207394244,76.3,74
2221,28,0.00972747,3.99207,0.268292683,1011,67.23,93.88,0.298971775,0.005027168,0,74
2235,36,0.0119099,3.55634,0.341463415,735,72.47,47.61,0.246244361,0.032736633,65.6,74
2399,35,0.317073171,,,951,67.33,66.93,0.363348079,0.019824812,92.5,74
2496,34,0.292682927,,,1334,66.12,0.04,,,69.2,74
2530,30,0.0104553,2.88068,0.243902439,2298,72.69,82.94,0.200126095,0.059026558,88.5,74
2638,36,0.027527,5.19106,0.292682927,3717,72.82,0.4,0.547469343,0.025605573,76.5,74
2680,25,0.0507077,7.17417,0.219512195,877,63.13,0.11,,,90.6,74
30,28,0.0130306,3.54533,0.243902439,1170,72.12,82.84,0.294407926,0.042230851,79.8,73
123,28,0.0191426,4.2553,0.195121951,1049,74,79.43,0.398489864,0.02303364,86.3,73
186,29,0.0395135,5.11363,0.219512195,534,60.73,92.19,0.240978979,0.055580185,76.2,73
532,29,0.0088437,3.31669,0.243902439,2266,78.33,0.01,0.250123918,0.037743963,91.2,73
709,30,0.00718092,3.4245,0.195121951,1029,67.82,82.99,0.271721952,0.011275452,79.2,73
1202,27,0.0126984,4.41818,0.219512195,908,73.65,53.35,0.382434551,0.017155963,52.8,73
1207,31,0.0231621,4.19754,0.341463415,1266,69.45,76.98,0.392631146,0.011650959,82.8,73
1236,32,0.243902439,,,479,61.03,65.42,0.22365714,0.040539042,87.1,73
1295,19,0.0317222,3.03215,0.170731707,2362,67.06,0.08,,,75,73
1324,27,0.0132953,3.85894,0.170731707,2319,64.04,0.45,0.38808911,0.037339011,71.6,73
1604,28,0.0129925,4.44767,0.195121951,1885,70.3,93,0.334243458,0.008427865,75.4,73
1825,31,0.268292683,,,1140,72.93,34.13,0.54813905,0.093127769,92,73
1868,20,0.0101837,3.12027,0.170731707,3944,64.32,30.83,,,90.2,73
1945,36,0.0267394,6.5016,0.390243902,994,69.56,56.93,0.417454304,0.024481415,86.7,73
2006,32,0.0104463,3.49597,0.268292683,1308,69.73,88.03,0.265126882,0.009245312,80,73
2008,34,0.0042339,4.21335,0.243902439,1653,70.55,99.56,0.211812746,0.038724279,68,73
2266,36,0.317073171,,,1032,68.43,4.78,0.350769971,0.030963955,85,73
2384,36,0.00700055,4.12062,0.292682927,540,57.79,58.41,,,82.8,73
2408,38,0.390243902,,,1515,72.83,87.07,0.337023645,0.0123747,80.8,73
2436,38,0.43902439,,,1725,66.36,75.6,0.334151636,0.02285425,88.2,73
2443,36,0.195121951,,,1446,70.35,73.65,0.283330002,0.01262916,59.4,73
2590,39,0.00691709,4.17349,0.414634146,1455,75.63,92.28,0.275923335,0.016219755,81.2,73
3022,14,0.00355643,1.50684,0.048780488,594,56.54,98.62,0.161895207,0.012511823,81.3,73
3040,38,0.0113536,3.61996,0.341463415,2520,64.69,79.69,0.256130441,0.056354407,60.2,73
203,28,0.031997,5.65344,0.219512195,1476,70.62,50.11,0.592420369,0.066100997,86.2,72
274,30,0.195121951,,,1059,66.11,63.82,0.29653637,0.01969351,88,72
821,33,0.00497021,3.57044,0.268292683,906,68.65,99.53,0.207373744,0.019468187,85.3,72
856,32,0.010723,3.10647,0.268292683,1251,70.1,78.14,0.241450511,0.0262235,94,72
918,31,0.00892046,4.39285,0.219512195,2744,72.93,4.48,0.356665314,0.040994611,73.2,72
1065,34,0.0263348,6.18746,0.365853659,732,63.97,67.84,0.523551399,0.064907633,94.3,72
1400,33,0.0178238,5.25863,0.195121951,1314,71.42,47.37,0.427909033,0.036579946,89.9,72
1694,35,0.0143764,4.32623,0.292682927,999,70.76,28.53,0.401123094,0.01067423,16.9,72
1760,34,0.010369,3.60145,0.292682927,1134,70,63.61,0.360691356,0.024005808,82.3,72
1840,34,0.0220049,5.94309,0.292682927,1298,69.52,18.02,0.318105915,0.060006756,97.4,72
1988,26,0.0194499,3.7513,0.195121951,639,69.21,88.32,0.301568401,0.030333182,66.2,72
2020,32,0.00930891,6.77524,0.268292683,1020,65.5,75.89,,,87.2,72
2359,29,0.0114908,2.57413,0.292682927,3156,64.64,98.28,0.300364076,0.036330584,89.8,72
2361,31,0.0094359,3.3298,0.292682927,1485,72.03,24.83,0.268945123,0.017811136,84.3,72
2389,36,0.0135584,4.95479,0.390243902,783,65.88,2.82,,,20.3,72
2611,36,0.026204,4.91076,0.390243902,1761,74.82,85.84,0.332662916,0.011590904,88.4,72
2924,35,0.0225258,4.36981,0.268292683,1593,71.71,3.24,0.399671113,0.022378723,65.8,72
579,28,0.00884172,4.36809,0.243902439,1606,70.58,54.78,0.409624274,0.030193292,92.5,71
917,20,0.00947274,2.50212,0.195121951,4086,73.94,0.01,,,79.8,71
947,30,0.243902439,,,1380,68.68,27.94,0.289926019,0.0420424,91.3,71
1041,26,0.0260098,4.3109,0.195121951,1052,69.25,1.8,0.455162683,0.028094214,72.9,71
1209,31,0.00686806,3.26933,0.292682927,2966,73.93,11.02,0.320420122,0.012820843,83.1,71
1459,23,0.0392061,2.53465,0.146341463,3594,72.52,21.24,0.570610646,0.007195989,75,71
1472,32,0.0379291,4.56207,0.292682927,2249,75.4,24.97,0.558526444,0.012872541,86.2,71
1952,35,0.00668792,4.03605,0.317073171,1020,70.7,43.23,0.311901571,0.026433358,92.4,71
2199,34,0.067578,4.96318,0.195121951,700,64.28,72.14,0.313932861,0.013999032,86.9,71
2277,32,0.0193688,5.21916,0.219512195,1098,67.7,0.22,0.485215911,0.043364992,89.5,71
2382,38,0.0281046,5.26918,0.43902439,1146,74.56,98.63,0.308252086,0.02063932,71.5,71
2490,35,0.341463415,,,1131,73.21,19.51,0.479078345,0.040984063,87.2,71
65,27,0.00687008,3.28167,0.170731707,1026,68.04,88.22,0.227447122,0.024307814,92.3,70
217,28,0.0179804,5.30364,0.195121951,782,59.15,95.84,0.303161427,0.047972562,83,70
852,31,0.00714263,4.50655,0.268292683,753,67.93,80.36,0.249572403,0.016587384,41.2,70
1337,21,0.0275218,4.24293,0.146341463,3147,72.05,92.16,0.503286678,0.023192353,72.2,70
1426,32,0.195121951,,,1143,70.27,65.8,0.261631464,0.015611459,83,70
1433,32,0.0109972,3.88405,0.243902439,1544,72.83,98.4,0.416523565,0.016780733,64.5,70
1613,34,0.0383233,5.82385,0.317073171,689,63.69,27.95,0.45611825,0.046834404,33.9,70
1630,32,0.243902439,,,351,66.27,59.37,0.533045452,0.026506953,78.8,70
1637,33,0.195121951,,,765,67.61,79.72,0.274128118,0.026206913,88.1,70
1911,36,0.0210381,5.99543,0.365853659,1266,73.38,94.16,0.405784537,0.048976504,85.4,70
2129,30,0.219512195,,,2116,68.36,24.22,0.357445765,0.037550195,83,70
2269,34,0.0445676,8.14264,0.268292683,2193,71.47,6.08,0.749683377,0.07477018,79.3,70
2283,27,0.243902439,,,986,69.88,4.02,0.551258812,0.022379341,31.1,70
2414,36,0.0257296,4.00911,0.292682927,1443,69.71,0,0.31216611,0.072279247,45.6,70
2610,38,0.00639851,4.98192,0.317073171,953,70.17,25.42,0.30495549,0.02391133,81,70
2902,33,0.00491021,3.3271,0.292682927,1621,69.1,84.77,0.149401396,0.027734691,56.6,70
204,27,0.0155412,4.95932,0.170731707,1023,70.96,95.15,0.385170839,0.054684316,82.3,69
574,27,0.0205298,4.22899,0.243902439,2142,68.64,0.01,0.508272088,0.031593085,88.3,69
668,30,0.0085779,3.37981,0.243902439,2025,70.21,44.89,0.348278317,0.024886248,91.8,69
704,30,0.0244852,6.74811,0.243902439,576,75.86,27.15,0.482861492,0.017397871,43.2,69
746,30,0.00264566,3.20919,0.292682927,1530,75.64,75.62,0.191758374,0.024646287,92.3,69
987,32,0.0153931,3.72271,0.292682927,711,68,29.86,0.270331664,0.039495083,87.5,69
1116,33,0.020551,5.89773,0.268292683,802,74.78,77.11,0.401768826,0.054472663,84.5,69
1198,32,0.00526441,3.39685,0.292682927,1053,68.58,97.56,0.239690538,0.041420574,65.3,69
1286,30,0.195121951,,,1149,70.5,87.78,0.305200962,0.029438033,81.9,69
1399,34,0.0240323,4.86128,0.195121951,981,58.31,23.92,0.349166928,0.049092724,87.6,69
1464,35,0.0238405,7.12492,0.292682927,667,69.79,19.32,0.550403763,0.031770683,84.8,69
1656,31,0.0267135,6.8969,0.292682927,1126,67.97,22.53,0.475733356,0.044028683,41,69
1875,28,0.023011,4.46306,0.146341463,1157,67.22,16.4,0.551053426,0.036597034,73.7,69
2060,26,0.0090602,3.25587,0.170731707,2066,73.54,0.03,,,87.1,69
2174,35,0.0167972,5.18081,0.341463415,1104,72.7,86.08,0.330054381,0.038116375,94.8,69
2177,35,0.0286596,9.03044,0.365853659,636,70.15,53.64,0.272626423,0.0407858,66.7,69
2184,36,0.0122811,4.36207,0.341463415,880,67.41,45.46,0.189342823,0.059985732,95.5,69
2271,32,0.43902439,,,846,71.1,68.26,0.518898487,0.016003298,80.2,69
2286,38,0.414634146,,,1335,71.58,96.82,0.193840799,0.019354983,70.7,69
2432,28,0.0126849,3.15627,0.219512195,528,65.77,75.38,0.200560374,0.036250397,87.1,69
2603,35,0.0224575,4.79879,0.463414634,2700,77.06,41.23,0.377369741,0.014649094,45.9,69
2702,28,0.170731707,,,2269,64.73,87.79,0.363517083,0.005193875,83.7,69
2778,38,0.00900411,3.7479,0.43902439,3627,73.06,36.87,0.217379641,0.020165491,97.2,69
2918,36,0.00504516,3.07224,0.365853659,933,66.29,74.99,0.210785642,0.011170293,79,69
54,28,0.12195122,,,378,58.31,89.88,0.31379991,0.035793959,87.8,68
55,25,0.0173916,3.19262,0.12195122,1075,57.26,0,,,87.8,68
188,30,0.017807,5.24038,0.268292683,1113,68.32,92.48,0.431667827,0.018084332,87.8,68
272,25,0.0112414,4.39509,0.146341463,2514,74.48,22.25,,,60.7,68
297,29,0.00971337,3.32106,0.195121951,2091,76.41,6.46,0.310134253,0.012475473,69.6,68
315,27,0.0169666,5.76089,0.219512195,954,66.28,35.56,0.309822345,0.031915958,87,68
341,29,0.0137652,4.14685,0.219512195,1864,74.59,0.58,0.309555007,0.039642684,88.3,68
399,30,0.0249854,5.34672,0.292682927,2181,78.5,42.45,0.403549462,0.027836124,69.3,68
652,30,0.00673122,3.36831,0.243902439,1284,71.36,92.14,0.275413565,0.026510902,93.5,68
838,32,0.00411161,3.97684,0.243902439,649,70.03,82.36,0.244305202,0.005531619,74,68
1122,31,0.025024,5.47674,0.292682927,991,76.53,18.8,0.484957865,0.00828443,53.8,68
1238,33,0.0118093,3.95741,0.317073171,1140,72.84,24.53,0.322973733,0.023526088,55,68
1360,32,0.0158761,4.48904,0.243902439,1143,64.23,67.58,0.279180395,0.029444615,56,68
1422,34,0.0219575,6.25571,0.292682927,568,67.44,79.2,0.472592028,0.036219529,50.7,68
1628,36,0.0258529,4.53699,0.292682927,681,65.74,64.93,0.24505124,0.042342621,87.4,68
1755,32,0.0125083,4.49455,0.268292683,1989,72.43,7.11,,,85.9,68
1856,29,0.131363,5.4194,0.170731707,1613,68.54,0.53,0.311016388,0.019055755,93.8,68
1926,35,0.00878415,4.39401,0.243902439,474,66.26,41.58,0.339961647,0.015210834,83.4,68
2211,36,0.021128,6.28501,0.43902439,1242,65.71,48.15,0.406908237,0.026352892,26.5,68
2300,33,0.0264,4.62769,0.219512195,1353,70.81,90.56,0.271214234,0.022526307,77.6,68
2327,29,0.0390455,4.32311,0.219512195,1753,71.3,96.23,0.180750817,0.062333099,92.1,68
2519,30,0.0166545,5.14976,0.292682927,989,76.66,34.4,0.412407376,0.042265632,83.6,68
2627,31,0.0191745,4.26368,0.243902439,2490,72.03,59.66,0.226455394,0.039825182,92.5,68
2639,38,0.341463415,,,1134,68.14,23.2,0.272964864,0.017361824,87.6,68
2732,23,0.0127412,2.59634,0.195121951,1764,75.14,17.61,0.241992458,0.031391785,94,68
2775,28,0.243902439,,,1971,72.38,41.17,0.342301052,0.068148764,71.4,68
2837,28,0.0123176,3.22355,0.414634146,2911,73.69,11.47,0.285340273,0.038644097,96.8,68
2878,39,0.0506217,6.8382,0.195121951,544,60.38,82.66,0.591012204,0.015155429,62.6,68
2940,28,0.00969593,2.40652,0.195121951,3258,74.93,1.99,0.258562318,0.022676725,88.5,68
100,29,0.0061027,2.94684,0.195121951,1488,65.59,88.7,0.269220011,0.017488897,30.4,67
182,29,0.0209221,4.86996,0.195121951,1286,67.3,43.62,0.385254366,0.013702922,80.2,67
339,28,0.148738,6.40172,0.195121951,2366,73.85,42.45,0.377070312,0.134800035,60.5,67
584,27,0.0124003,3.70236,0.195121951,1727,74.92,62.23,0.363270545,0.028820905,83.5,67
661,30,0.170731707,,,1771,65.54,26.41,0.314058892,0.034095657,94.8,67
836,31,0.283371,10.5274,0.219512195,719,70.66,70.17,0.467290064,0.089390676,74.2,67
839,30,0.0199337,5.0153,0.219512195,1038,68.64,92.01,0.353336631,0.032706297,91.8,67
843,32,0.030894,8.02768,0.195121951,522,68.6,16.91,0.424369072,0.083142003,82.5,67
877,32,0.0151589,3.75966,0.268292683,729,70.7,89.94,0.364664854,0.006231359,68.3,67
1018,28,0.00716775,4.13739,0.292682927,5102,75.96,5.95,,,68.9,67
1058,15,0.0454148,2.16901,0.097560976,5769,69.62,8.02,0.47900966,0.029334065,29,67
1108,31,0.146341463,,,477,53.07,99.87,0.284134928,0.054378282,85.7,67
1163,28,0.0491777,4.75427,0.195121951,1318,72.92,37.93,0.770594786,0.01972047,79.8,67
1184,33,0.0669563,4.10945,0.268292683,643,63.97,11.34,0.825061588,0.078920681,87.8,67
1272,32,0.0235564,5.79004,0.268292683,1899,78.81,27.35,0.397283337,0.013560428,63.4,67
1443,34,0.00704321,3.88296,0.317073171,1254,75.5,84.81,0.256184593,0.023937957,93.5,67
2126,23,0.0226284,3.82966,0.146341463,1392,68.68,99.62,0.390162044,0.024206771,75.4,67
2156,36,0.365853659,,,1149,76.76,32.91,0.39561851,0.02106744,85,67
2249,31,0.00598486,2.91622,0.170731707,651,57.57,90.66,0.076188612,0.019135266,77.8,67
2296,30,0.0361237,3.60652,0.487804878,2949,81.54,42.68,0.395203386,0.016233271,52.1,67
2299,34,0.243902439,,,924,65.47,76.33,0.255663663,0.034727959,72,67
2485,35,0.0134415,4.70368,0.390243902,3117,71.39,2.4,0.396926452,0.00933094,83.3,67
2509,10,0.0321315,1.50617,0.097560976,1884,54.67,32.01,,,58.2,67
2846,27,0.170731707,,,522,66.8,85.38,0.35720277,0.017939338,61,67
2848,32,0.00640905,2.94137,0.195121951,1731,61.45,1.28,0.286696821,0.033752115,83.5,67
239,28,0.00450831,3.72584,0.195121951,1575,65.85,9.81,0.217093418,0.045216335,92.1,66
321,29,0.0215813,3.76691,0.243902439,2580,73.04,9.01,0.448356615,0.012721185,72.7,66
388,31,0.0132783,5.98038,0.195121951,1263,71.45,72.07,0.359379279,0.055299228,85,66
507,29,0.0424961,3.79345,0.195121951,1897,74.56,99.99,0.53802035,0.029672875,75.5,66
632,29,0.0260206,4.74119,0.292682927,729,71.59,5.28,0.449965553,0.043938537,84.5,66
773,30,0.00665143,4.5502,0.195121951,1380,69.75,89.02,0.250148088,0.021936694,88.6,66
801,27,0.0127217,3.61348,0.097560976,927,55.35,45.76,0.127940951,0.030355806,48.3,66
999,29,0.0224548,4.98471,0.219512195,1350,77.82,91.05,0.226235744,0.019464698,82.5,66
1265,26,0.121136,5.6632,0.219512195,3057,64.16,90.2,0.342078806,0.080122506,61.6,66
1517,32,0.317073171,,,909,73.57,0.1,0.496117112,0.024498229,55,66
1538,34,0.317073171,,,1193,73.31,26.11,0.44554901,0.003821282,9.05,66
1687,29,0.039183,3.68212,0.219512195,1707,63.19,0.93,,,89.1,66
1700,35,0.00942767,3.96367,0.317073171,1245,68.55,90.2,0.28475084,0.019669177,90.5,66
1874,32,0.0687823,5.74353,0.317073171,2631,74.9,6.1,0.580825709,0.01679471,62.9,66
1961,34,0.0146234,6.01005,0.268292683,1524,61.22,4.8,0.365600344,0.061307849,69.1,66
1994,27,0.0112393,2.47196,0.219512195,896,68.96,36.7,0.299483149,0.026257336,84.8,66
2102,31,0.00342121,2.8615,0.292682927,2331,69,80.83,0.199836527,0.011159997,85.9,66
2114,27,0.0196043,4.63272,0.268292683,1578,70.68,95.04,0.415194049,0.022469067,83,66
2119,32,0.292682927,,,3276,74.32,0.01,,,85.2,66
2217,13,0.0303254,2.67453,0.12195122,621,68.17,98.75,0.380383805,0.023456413,73.4,66
2219,37,0.0107479,4.31138,0.390243902,1691,73.57,85.73,0.335728769,0.021034569,77.4,66
2606,39,0.0122432,4.9104,0.341463415,489,66.54,99.19,0.238797516,0.010905107,74.4,66
2655,37,0.414634146,,,1191,71.03,1.37,0.479618372,0.030426907,70.4,66
2914,37,0.0239524,7.03022,0.341463415,1262,65.78,66.15,0.500483568,0.022455545,45.7,66
2937,13,0.012378,1.72454,0.12195122,1666,76.92,43.09,0.315794768,0.02449574,85.4,66
3009,11,0.0182713,1.5748,0.097560976,990,68.4,22.86,0.37192309,0.02119122,84.2,66
95,29,0.0229239,4.25853,0.292682927,696,67.56,56.43,0.430284159,0.032165785,65,65
115,23,0.00562928,2.52799,0.146341463,2283,68.55,70.21,0.199876621,0.026183006,72.2,65
543,25,0.0136176,3.44155,0.170731707,3066,72.96,7.47,0.446708364,0.010319248,61.6,65
693,32,0.0250843,3.8479,0.268292683,1341,67.23,83.03,0.287169534,0.003918671,58,65
707,31,0.243902439,,,1153,78.53,8.46,0.674788526,0.066463881,92.5,65
737,32,0.00717336,4.18423,0.243902439,1281,71.87,48.55,0.255602378,0.008908031,63.6,65
822,32,0.0147739,6.36837,0.243902439,1263,66.47,57.72,0.40045838,0.033001349,69.5,65
912,32,0.243902439,,,1284,69.27,78.25,0.202421402,0.024636504,62.2,65
991,31,0.0276919,6.33477,0.268292683,1554,68.1,86.16,0.283610391,0.010506635,73.2,65
1200,33,0.243902439,,,1458,70.06,61.14,0.183051621,0.023221452,52.4,65
1210,33,0.0383023,5.19583,0.243902439,814,57.97,10.26,0.554329068,0.021330842,77.2,65
1234,29,0.0109881,4.13706,0.243902439,2209,71.29,0,0.295093321,0.020350669,85,65
1260,33,0.00566581,4.15433,0.292682927,1297,71.94,69.95,0.264376546,0.028545193,94,65
1447,32,0.0148238,3.80234,0.219512195,1476,71.47,0.1,0.343395717,0.016152813,89.6,65
1865,29,0.017754,4.15369,0.219512195,1260,59.67,80.55,0.20392115,0.016688247,92.5,65
2054,31,0.014624,5.78427,0.146341463,844,68.52,6.83,0.367145022,0.056747513,90,65
2251,33,0.0147267,3.66994,0.268292683,966,71.19,75.27,0.393906693,0.021409047,77.3,65
2264,36,0.00986066,4.4321,0.317073171,1290,64.47,21.71,0.261937281,0.022938644,90.6,65
2737,25,0.146341463,,,1200,63.92,0,,,88.8,65
2854,32,0.0114483,4.228,0.268292683,3840,78.07,33.9,0.394914071,0.012989337,90.8,65
3016,26,0.0131877,5.28583,0.170731707,1029,71.75,10.72,0.419860645,0.028964736,72.9,65
0,28,0.0113103,3.90894,0.170731707,1431,70.27,78.42,0.358116729,0.032233435,75.3,64
105,28,0.0207239,4.22416,0.146341463,1562,66.04,21.54,0.42419861,0.03254955,56.8,64
299,27,0.0171369,4.51349,0.292682927,516,67.48,77.85,0.474752699,0.039024563,79,64
307,27,0.0329239,5.55852,0.195121951,963,63.72,79.61,0.327689987,0.015343524,63.5,64
393,31,0.0134627,4.03299,0.292682927,1095,65.69,90.7,0.336732808,0.013153115,58.9,64
478,29,0.00861331,2.69638,0.219512195,1920,68.89,0,0.206868786,0.014036327,43.3,64
540,30,0.0445361,5.15965,0.219512195,2874,73.11,11.9,0.635526139,0.036317167,77.8,64
586,29,0.0034342,2.81138,0.219512195,2331,68.67,74.04,0.199124717,0.010646429,85,64
611,31,0.0330613,4.57207,0.317073171,1420,77.21,96.19,0.535098674,0.032039094,80.5,64
659,30,0.0143095,5.14999,0.195121951,995,66.03,78.13,0.328519102,0.038418945,87.4,64
663,33,0.0108308,5.29135,0.317073171,1291,71.13,43.98,0.371862813,0.031222087,29.1,64
710,30,0.0138302,2.89335,0.219512195,1920,68.43,56.58,0.160069494,0.014347541,89.5,64
825,34,0.00660799,4.23425,0.243902439,1188,65.5,93.33,0.251300527,0.021959633,75.4,64
1068,31,0.00624657,3.86988,0.243902439,2217,71,78.37,,,83.8,64
1090,31,0.00940762,5.38224,0.219512195,822,62.28,51.64,0.330704766,0.032110302,65.5,64
