ID	root2tip_variance	tree_legnth	spTr_bipartition	sap	Ixonanthes	Galearia	Drypetes	Euphorb	ER	outgroup	total
2792.inclade1.ortho1.tre	0.292682927			3	1	0	1	2	2	2	11
2794.inclade1.ortho1.tre	0.414634146			4	1	0	1	2	2	2	12
2834.inclade1.ortho1.tre	0.463414634			4	1	0	1	2	2	2	12
2838.inclade1.ortho1.tre	0.292682927			4	1	0	1	2	2	2	12
2899.inclade1.ortho1.tre	0.365853659			2	1	0	1	2	2	2	10
2907.inclade1.ortho1.tre	0.487804878			4	1	0	1	2	2	2	12
2928.inclade1.ortho1.tre	0.365853659			4	1	0	1	2	2	2	12
2966.inclade1.ortho1.tre	0.219512195			3	1	0	1	2	2	2	11
3017.inclade1.ortho1.tre	0.390243902			4	1	0	1	2	2	2	12
305.inclade1.ortho1.tre	0.00498878	3.65374	0.12195122	4	1	0	1	2	1	0	9
666.inclade1.ortho1.tre	0.0422629	8.28159	0.12195122	4	1	0	1	2	1	0	9
1148.inclade1.ortho1.tre	0.0166349	4.7911	0.170731707	1	1	0	1	2	1	1	7
116.inclade1.ortho1.tre	0.00952038	4.69334	0.268292683	4	1	0	1	2	1	1	10
1371.inclade1.ortho1.tre	0.0109387	4.23297	0.219512195	2	1	0	1	2	1	1	8
1414.inclade1.ortho1.tre	0.0271233	5.09913	0.195121951	2	1	0	1	2	1	1	8
1456.inclade1.ortho1.tre	0.0182646	4.93558	0.292682927	4	1	0	1	2	1	1	10
1633.inclade1.ortho1.tre	0.0391712	6.07793	0.219512195	3	1	0	1	2	1	1	9
1651.inclade1.ortho1.tre	0.020306	5.43565	0.219512195	1	1	0	1	2	1	1	7
1706.inclade1.ortho1.tre	0.00556358	3.54674	0.243902439	2	1	0	1	2	1	1	8
1765.inclade1.ortho1.tre	2.90689	9.35444	0.073170732	1	1	0	1	2	1	1	7
1915.inclade1.ortho1.tre	0.0328276	4.7055	0.146341463	3	1	0	1	2	1	1	9
2369.inclade1.ortho1.tre	0.00717315	2.39299	0.12195122	3	1	0	1	2	1	1	9
2527.inclade1.ortho1.tre	0.00947504	4.18977	0.219512195	2	1	0	1	2	1	1	8
2579.inclade1.ortho1.tre	0.0135255	5.40099	0.268292683	3	1	0	1	2	1	1	9
2615.inclade1.ortho1.tre	0.015126	6.20161	0.268292683	1	1	0	1	2	1	1	7
2970.inclade1.ortho1.tre	0.0479814	5.20068	0.317073171	4	1	0	1	2	1	1	10
674.inclade1.ortho1.tre	0.0148475	3.98872	0.219512195	3	1	0	1	2	1	1	9
70.inclade1.ortho1.tre	0.0201359	3.61609	0.12195122	3	1	0	1	2	1	1	9
988.inclade1.ortho1.tre	0.0734907	3.20391	0.195121951	4	1	0	1	2	1	1	10
1350.inclade1.ortho1.tre	0.00899869	5.59852	0.268292683	3	1	0	1	2	1	2	10
2550.inclade1.ortho1.tre	0.00989015	3.22237	0.292682927	4	1	0	1	2	1	2	11
2802.inclade1.ortho1.tre	0.0223885	4.56911	0.317073171	4	1	0	1	2	1	2	11
2827.inclade1.ortho1.tre	0.0127241	3.49368	0.243902439	4	1	0	1	2	1	2	11
2848.inclade1.ortho1.tre	0.00640905	2.94137	0.195121951	2	1	0	1	2	1	2	9
2964.inclade1.ortho1.tre	0.00422084	2.48907	0.048780488	3	1	0	1	2	1	2	10
3001.inclade1.ortho1.tre	0.00559985	3.35382	0.365853659	3	1	0	1	2	1	2	10
468.inclade1.ortho1.tre	0.113313	6.76606	0.146341463	3	1	0	1	2	1	2	10
672.inclade1.ortho1.tre	0.0539265	6.48991	0.170731707	4	1	0	1	2	1	2	11
729.inclade1.ortho1.tre	0.0579895	5.72261	0.219512195	4	1	0	1	2	1	2	11
804.inclade1.ortho1.tre	0.0222504	3.91295	0.268292683	4	1	0	1	2	1	2	11
1108.inclade1.ortho1.tre	0.146341463			3	1	0	1	2	1	1	9
1115.inclade1.ortho1.tre	0.317073171			4	1	0	1	2	1	2	11
1155.inclade1.ortho1.tre	0.243902439			4	1	0	1	2	1	2	11
1679.inclade1.ortho1.tre	0.268292683			4	1	0	1	2	1	1	10
2385.inclade1.ortho1.tre	0.341463415			3	1	0	1	2	1	2	10
2846.inclade1.ortho1.tre	0.170731707			4	1	0	1	2	1	2	11
1216.inclade1.ortho1.tre	0.00895136	3.49371	0.243902439	4	1	0	1	2	0	1	9
1574.inclade1.ortho1.tre	0.0125539	3.59818	0.219512195	3	1	0	1	2	0	1	8
1811.inclade1.ortho1.tre	0.00866634	2.31263	0.146341463	4	1	0	1	2	0	1	9
200.inclade1.ortho1.tre	0.00536336	2.93255	0.170731707	3	1	0	1	2	0	1	8
2460.inclade1.ortho1.tre	0.0158947	3.81612	0.195121951	4	1	0	1	2	0	1	9
2466.inclade1.ortho1.tre	0.0284564	3.49246	0.243902439	1	1	0	1	2	0	1	6
1548.inclade1.ortho1.tre	0.05494	4.93482	0.292682927	4	1	0	1	2	0	2	10
1553.inclade1.ortho1.tre	0.0200027	3.66059	0.268292683	3	1	0	1	2	0	2	9
1766.inclade1.ortho1.tre	0.024667	2.99368	0.170731707	4	1	0	1	2	0	2	10
2301.inclade1.ortho1.tre	0.0104768	3.98864	0.268292683	4	1	0	1	2	0	2	10
2847.inclade1.ortho1.tre	0.0309483	4.34585	0.365853659	4	1	0	1	2	0	2	10
2943.inclade1.ortho1.tre	0.0122301	2.60659	0.243902439	4	1	0	1	2	0	2	10
3030.inclade1.ortho1.tre	0.0100819	4.00134	0.292682927	4	1	0	1	2	0	2	10
2273.inclade1.ortho1.tre	0.219512195			4	1	0	1	2	0	2	10
861.inclade1.ortho1.tre	0.195121951			4	1	0	1	2	0	1	9
1710.inclade1.ortho1.tre	0.0975302	5.20817	0.268292683	4	1	0	1	1	2	0	9
798.inclade1.ortho1.tre	0.0290166	7.1255	0.243902439	3	1	0	1	1	2	0	8
843.inclade1.ortho1.tre	0.030894	8.02768	0.195121951	3	1	0	1	1	2	0	8
919.inclade1.ortho1.tre	0.0330789	7.73876	0.268292683	4	1	0	1	1	2	0	9
1024.inclade1.ortho1.tre	0.0200458	4.03773	0.097560976	3	1	0	1	1	2	1	9
1208.inclade1.ortho1.tre	0.0318021	7.27787	0.195121951	4	1	0	1	1	2	1	10
1727.inclade1.ortho1.tre	0.00593807	3.4089	0.292682927	4	1	0	1	1	2	1	10
1742.inclade1.ortho1.tre	0.0212059	5.60371	0.219512195	4	1	0	1	1	2	1	10
2032.inclade1.ortho1.tre	0.0126284	5.47412	0.243902439	1	1	0	1	1	2	1	7
2246.inclade1.ortho1.tre	0.0477519	7.3555	0.365853659	3	1	0	1	1	2	1	9
2475.inclade1.ortho1.tre	0.00929905	3.90549	0.317073171	4	1	0	1	1	2	1	10
2575.inclade1.ortho1.tre	0.0112054	3.79512	0.195121951	2	1	0	1	1	2	1	8
2607.inclade1.ortho1.tre	0.0162211	5.13576	0.390243902	4	1	0	1	1	2	1	10
3062.inclade1.ortho1.tre	0.0224233	5.53483	0.43902439	4	1	0	1	1	2	1	10
838.inclade1.ortho1.tre	0.00411161	3.97684	0.243902439	4	1	0	1	1	2	1	10
1100.inclade1.ortho1.tre	0.724182	9.25321	0.243902439	2	1	0	1	1	2	2	9
1490.inclade1.ortho1.tre	0.0107233	3.83765	0.195121951	4	1	0	1	1	2	2	11
1536.inclade1.ortho1.tre	0.0154708	5.68286	0.243902439	2	1	0	1	1	2	2	9
1793.inclade1.ortho1.tre	0.0171493	4.40095	0.195121951	3	1	0	1	1	2	2	10
2009.inclade1.ortho1.tre	0.00821625	2.86912	0.317073171	3	1	0	1	1	2	2	10
2176.inclade1.ortho1.tre	0.0257725	6.73152	0.365853659	4	1	0	1	1	2	2	11
2248.inclade1.ortho1.tre	0.0911119	6.74322	0.341463415	4	1	0	1	1	2	2	11
2359.inclade1.ortho1.tre	0.0114908	2.57413	0.292682927	3	1	0	1	1	2	2	10
2472.inclade1.ortho1.tre	0.00560593	3.61235	0.414634146	4	1	0	1	1	2	2	11
2546.inclade1.ortho1.tre	0.0115266	5.41637	0.243902439	2	1	0	1	1	2	2	9
2652.inclade1.ortho1.tre	0.011914	3.92217	0.365853659	4	1	0	1	1	2	2	11
2814.inclade1.ortho1.tre	0.0234547	4.58648	0.268292683	4	1	0	1	1	2	2	11
2861.inclade1.ortho1.tre	0.00536351	2.9181	0.292682927	4	1	0	1	1	2	2	11
3053.inclade1.ortho1.tre	0.0104253	3.61139	0.243902439	2	1	0	1	1	2	2	9
1538.inclade1.ortho1.tre	0.317073171			4	1	0	1	1	2	2	11
1836.inclade1.ortho1.tre	0.170731707			4	1	0	1	1	2	1	10
2200.inclade1.ortho1.tre	0.317073171			4	1	0	1	1	2	2	11
379.inclade1.ortho1.tre	0.219512195			4	1	0	1	1	2	2	11
941.inclade1.ortho1.tre	0.195121951			4	1	0	1	1	2	1	10
466.inclade1.ortho1.tre	0.0103117	3.84689	0.268292683	4	1	0	1	1	1	2	10
2653.inclade1.ortho1.tre	0.00804345	3.74489	0.292682927	4	1	0	1	1	0	2	9
2822.inclade1.ortho1.tre	0.0345962	5.1901	0.170731707	4	1	0	1	0	2	1	9
2064.inclade1.ortho1.tre	0.00685434	3.21148	0.243902439	4	1	0	1	0	2	2	10
2307.inclade1.ortho1.tre	0.0332058	5.09869	0.292682927	4	1	0	1	0	2	2	10
2605.inclade1.ortho1.tre	0.0761874	5.8241	0.146341463	3	1	0	1	0	2	2	9
3010.inclade1.ortho1.tre	0.0158613	3.03653	0.195121951	4	1	0	1	0	2	2	10
412.inclade1.ortho1.tre	0.0354806	4.30111	0.097560976	2	1	0	1	0	1	1	6
484.inclade1.ortho1.tre	0.0829287	5.11261	0.170731707	1	1	0	1	0	1	1	5
464.inclade1.ortho1.tre	0.12195122			3	1	0	1	0	1	1	7
2871.inclade1.ortho1.tre	0.0197076	1.75847	0.073170732	3	1	0	1	0	0	0	5
3006.inclade1.ortho1.tre	0.0122913	1.79708	0.146341463	4	1	0	1	0	0	0	6
2462.inclade1.ortho1.tre	0.00354792	2.32961	0.243902439	4	1	0	1	0	0	1	7
3018.inclade1.ortho1.tre	0.0221635	3.84295	0.170731707	4	1	0	0	2	2	0	9
1514.inclade1.ortho1.tre	0.0166367	4.78609	0.268292683	2	1	0	0	2	2	1	8
2099.inclade1.ortho1.tre	0.0329993	5.36429	0.317073171	4	1	0	0	2	2	1	10
2179.inclade1.ortho1.tre	0.0494666	5.68447	0.390243902	3	1	0	0	2	2	1	9
2790.inclade1.ortho1.tre	0.0043092	4.29882	0.268292683	4	1	0	0	2	2	1	10
698.inclade1.ortho1.tre	0.00428106	4.03663	0.170731707	2	1	0	0	2	2	1	8
973.inclade1.ortho1.tre	0.0143184	4.08293	0.243902439	4	1	0	0	2	2	1	10
2282.inclade1.ortho1.tre	0.0218946	5.45452	0.268292683	3	1	0	0	2	2	2	10
2753.inclade1.ortho1.tre	0.0240014	5.01639	0.487804878	4	1	0	0	2	2	2	11
2813.inclade1.ortho1.tre	0.0431063	7.29533	0.43902439	4	1	0	0	2	2	2	11
2824.inclade1.ortho1.tre	0.00746354	4.11054	0.43902439	4	1	0	0	2	2	2	11
692.inclade1.ortho1.tre	0.0108546	4.07667	0.292682927	3	1	0	0	2	2	2	10
818.inclade1.ortho1.tre	0.0208316	5.3189	0.170731707	2	1	0	0	2	2	2	9
2616.inclade1.ortho1.tre	0.317073171			3	1	0	0	2	2	2	10
166.inclade1.ortho1.tre	0.0446252	5.48365	0.097560976	2	1	0	0	2	1	1	7
2948.inclade1.ortho1.tre	0.0202518	4.07589	0.243902439	4	1	0	0	2	1	2	10
1034.inclade1.ortho1.tre	0.146341463			3	1	0	0	2	1	1	8
2402.inclade1.ortho1.tre	0.0280254	4.69404	0.341463415	1	1	0	0	2	0	1	5
2375.inclade1.ortho1.tre	0.0114705	3.49232	0.292682927	3	1	0	0	2	0	2	8
2453.inclade1.ortho1.tre	0.0216026	3.64991	0.341463415	4	1	0	0	2	0	2	9
2733.inclade1.ortho1.tre	0.268292683			4	1	0	0	2	0	1	8
2874.inclade1.ortho1.tre	0.00781702	2.60419	0.097560976	3	1	0	0	1	2	0	7
2311.inclade1.ortho1.tre	0.0192079	5.91603	0.170731707	4	1	0	0	1	2	1	9
2563.inclade1.ortho1.tre	0.0069857	2.81641	0.243902439	4	1	0	0	1	2	1	9
1427.inclade1.ortho1.tre	0.0143358	4.99932	0.268292683	4	1	0	0	1	2	2	10
1939.inclade1.ortho1.tre	0.0183247	4.40855	0.292682927	4	1	0	0	1	2	2	10
2940.inclade1.ortho1.tre	0.00969593	2.40652	0.195121951	4	1	0	0	1	2	2	10
2250.inclade1.ortho1.tre	0.146341463			2	1	0	0	1	2	1	7
10.inclade1.ortho1.tre	0.014421	3.90602	0.268292683	4	1	0	0	1	1	0	7
2448.inclade1.ortho1.tre	0.025291	1.47676	0.12195122	4	1	0	0	1	1	0	7
1016.inclade1.ortho1.tre	0.0164137	4.50182	0.219512195	2	1	0	0	1	1	1	6
3009.inclade1.ortho1.tre	0.0182713	1.5748	0.097560976	4	1	0	0	1	0	0	6
1989.inclade1.ortho1.tre	0.0130609	3.14588	0.195121951	4	1	0	0	1	0	1	7
2327.inclade1.ortho1.tre	0.0390455	4.32311	0.219512195	4	1	0	0	0	2	0	7
2910.inclade1.ortho1.tre	0.029242	4.44728	0.317073171	4	1	0	0	0	2	2	9
2969.inclade1.ortho1.tre	0.0121165	1.48425	0.146341463	2	1	0	0	0	0	0	3
1476.inclade1.ortho1.tre	0.0192657	7.16963	0.317073171	2	0	1	1	2	2	0	8
1940.inclade1.ortho1.tre	0.036976	6.28266	0.243902439	3	0	1	1	2	2	0	9
2188.inclade1.ortho1.tre	0.0190493	7.74556	0.390243902	3	0	1	1	2	2	0	9
2951.inclade1.ortho1.tre	0.0144294	2.79601	0.243902439	3	0	1	1	2	2	0	9
979.inclade1.ortho1.tre	0.031471	6.27202	0.219512195	4	0	1	1	2	2	0	10
1170.inclade1.ortho1.tre	0.0317707	5.34277	0.341463415	4	0	1	1	2	2	1	11
1379.inclade1.ortho1.tre	0.0463174	5.57093	0.292682927	4	0	1	1	2	2	1	11
1451.inclade1.ortho1.tre	0.0235683	7.36105	0.243902439	3	0	1	1	2	2	1	10
1472.inclade1.ortho1.tre	0.0379291	4.56207	0.292682927	4	0	1	1	2	2	1	11
1555.inclade1.ortho1.tre	0.0462903	6.60189	0.341463415	4	0	1	1	2	2	1	11
1664.inclade1.ortho1.tre	0.0188723	5.98636	0.292682927	4	0	1	1	2	2	1	11
1689.inclade1.ortho1.tre	0.0175707	6.01359	0.341463415	4	0	1	1	2	2	1	11
1726.inclade1.ortho1.tre	0.0158043	5.73868	0.268292683	4	0	1	1	2	2	1	11
1835.inclade1.ortho1.tre	0.018577	3.83473	0.195121951	4	0	1	1	2	2	1	11
1905.inclade1.ortho1.tre	0.0270434	5.92665	0.341463415	3	0	1	1	2	2	1	10
1946.inclade1.ortho1.tre	0.279482	6.91719	0.341463415	4	0	1	1	2	2	1	11
1947.inclade1.ortho1.tre	0.0319134	5.52828	0.292682927	4	0	1	1	2	2	1	11
2008.inclade1.ortho1.tre	0.0042339	4.21335	0.243902439	3	0	1	1	2	2	1	10
2039.inclade1.ortho1.tre	0.0100016	3.75218	0.317073171	4	0	1	1	2	2	1	11
2056.inclade1.ortho1.tre	0.0399895	5.57779	0.341463415	3	0	1	1	2	2	1	10
2080.inclade1.ortho1.tre	0.00650891	5.47419	0.219512195	4	0	1	1	2	2	1	11
2184.inclade1.ortho1.tre	0.0122811	4.36207	0.341463415	4	0	1	1	2	2	1	11
2206.inclade1.ortho1.tre	0.00491182	3.80915	0.365853659	4	0	1	1	2	2	1	11
2209.inclade1.ortho1.tre	0.0421724	6.9675	0.268292683	4	0	1	1	2	2	1	11
2382.inclade1.ortho1.tre	0.0281046	5.26918	0.43902439	4	0	1	1	2	2	1	11
240.inclade1.ortho1.tre	0.304791	6.59363	0.243902439	2	0	1	1	2	2	1	9
2510.inclade1.ortho1.tre	0.0240411	4.89742	0.365853659	4	0	1	1	2	2	1	11
2635.inclade1.ortho1.tre	0.00806954	3.73121	0.414634146	4	0	1	1	2	2	1	11
2716.inclade1.ortho1.tre	0.0138559	4.19626	0.341463415	4	0	1	1	2	2	1	11
2843.inclade1.ortho1.tre	0.0201722	4.91827	0.292682927	4	0	1	1	2	2	1	11
2850.inclade1.ortho1.tre	0.0108965	3.53135	0.268292683	4	0	1	1	2	2	1	11
2862.inclade1.ortho1.tre	0.00290436	2.54419	0.243902439	4	0	1	1	2	2	1	11
2922.inclade1.ortho1.tre	0.0672133	8.87946	0.414634146	4	0	1	1	2	2	1	11
3014.inclade1.ortho1.tre	0.0179751	5.78732	0.243902439	2	0	1	1	2	2	1	9
701.inclade1.ortho1.tre	0.0185239	2.80667	0.170731707	3	0	1	1	2	2	1	10
777.inclade1.ortho1.tre	0.0122822	5.99141	0.219512195	1	0	1	1	2	2	1	8
936.inclade1.ortho1.tre	0.00784752	3.13341	0.317073171	4	0	1	1	2	2	1	11
1374.inclade1.ortho1.tre	0.0146	5.10673	0.243902439	4	0	1	1	2	2	2	12
1422.inclade1.ortho1.tre	0.0219575	6.25571	0.292682927	3	0	1	1	2	2	2	11
1463.inclade1.ortho1.tre	0.0268994	5.36397	0.243902439	4	0	1	1	2	2	2	12
1480.inclade1.ortho1.tre	0.0247676	5.18446	0.317073171	4	0	1	1	2	2	2	12
1614.inclade1.ortho1.tre	0.0101208	5.64538	0.268292683	2	0	1	1	2	2	2	10
1621.inclade1.ortho1.tre	0.011174	3.95635	0.170731707	3	0	1	1	2	2	2	11
1649.inclade1.ortho1.tre	0.00957251	4.33801	0.292682927	4	0	1	1	2	2	2	12
1971.inclade1.ortho1.tre	0.011839	5.01573	0.317073171	4	0	1	1	2	2	2	12
1976.inclade1.ortho1.tre	0.0176836	5.58135	0.243902439	4	0	1	1	2	2	2	12
1997.inclade1.ortho1.tre	0.00496641	4.35165	0.170731707	4	0	1	1	2	2	2	12
2014.inclade1.ortho1.tre	0.0207545	4.7756	0.268292683	4	0	1	1	2	2	2	12
2154.inclade1.ortho1.tre	0.0305261	5.26996	0.365853659	4	0	1	1	2	2	2	12
2163.inclade1.ortho1.tre	0.0146399	6.23519	0.268292683	3	0	1	1	2	2	2	11
2198.inclade1.ortho1.tre	0.00998919	3.90611	0.170731707	2	0	1	1	2	2	2	10
2333.inclade1.ortho1.tre	0.0435208	6.18157	0.195121951	4	0	1	1	2	2	2	12
2414.inclade1.ortho1.tre	0.0257296	4.00911	0.292682927	4	0	1	1	2	2	2	12
2418.inclade1.ortho1.tre	0.0180212	3.61029	0.243902439	3	0	1	1	2	2	2	11
2447.inclade1.ortho1.tre	0.0130515	5.51807	0.487804878	3	0	1	1	2	2	2	11
2581.inclade1.ortho1.tre	0.0395689	5.74209	0.414634146	4	0	1	1	2	2	2	12
2587.inclade1.ortho1.tre	0.0176819	5.205	0.317073171	3	0	1	1	2	2	2	11
2599.inclade1.ortho1.tre	0.0130424	4.1616	0.463414634	4	0	1	1	2	2	2	12
2611.inclade1.ortho1.tre	0.026204	4.91076	0.390243902	4	0	1	1	2	2	2	12
2624.inclade1.ortho1.tre	0.0128729	4.92777	0.341463415	4	0	1	1	2	2	2	12
2634.inclade1.ortho1.tre	0.0171627	4.12211	0.317073171	2	0	1	1	2	2	2	10
2661.inclade1.ortho1.tre	0.00459603	3.3944	0.268292683	3	0	1	1	2	2	2	11
2691.inclade1.ortho1.tre	0.00966716	4.52247	0.414634146	4	0	1	1	2	2	2	12
2709.inclade1.ortho1.tre	0.0113405	3.84368	0.268292683	4	0	1	1	2	2	2	12
2758.inclade1.ortho1.tre	0.00547978	4.52543	0.414634146	3	0	1	1	2	2	2	11
2769.inclade1.ortho1.tre	0.0181946	5.51807	0.341463415	2	0	1	1	2	2	2	10
2868.inclade1.ortho1.tre	0.00957178	4.33605	0.292682927	4	0	1	1	2	2	2	12
2877.inclade1.ortho1.tre	0.0178526	7.54155	0.365853659	4	0	1	1	2	2	2	12
2879.inclade1.ortho1.tre	0.00680283	4.97745	0.341463415	2	0	1	1	2	2	2	10
2884.inclade1.ortho1.tre	0.0220471	6.26538	0.43902439	3	0	1	1	2	2	2	11
3029.inclade1.ortho1.tre	0.0217892	6.03333	0.585365854	3	0	1	1	2	2	2	11
3065.inclade1.ortho1.tre	0.0172287	5.60218	0.512195122	3	0	1	1	2	2	2	11
939.inclade1.ortho1.tre	0.0336884	5.05363	0.292682927	4	0	1	1	2	2	2	12
1236.inclade1.ortho1.tre	0.243902439			4	0	1	1	2	2	1	11
1385.inclade1.ortho1.tre	0.317073171			4	0	1	1	2	2	2	12
1648.inclade1.ortho1.tre	0.292682927			3	0	1	1	2	2	2	11
1684.inclade1.ortho1.tre	0.243902439			4	0	1	1	2	2	2	12
1819.inclade1.ortho1.tre	0.146341463			2	0	1	1	2	2	1	9
2156.inclade1.ortho1.tre	0.365853659			3	0	1	1	2	2	2	11
2160.inclade1.ortho1.tre	0.268292683			3	0	1	1	2	2	2	11
2168.inclade1.ortho1.tre	0.292682927			4	0	1	1	2	2	2	12
2392.inclade1.ortho1.tre	0.317073171			4	0	1	1	2	2	2	12
2480.inclade1.ortho1.tre	0.317073171			4	0	1	1	2	2	2	12
2490.inclade1.ortho1.tre	0.341463415			3	0	1	1	2	2	2	11
2619.inclade1.ortho1.tre	0.390243902			4	0	1	1	2	2	2	12
2655.inclade1.ortho1.tre	0.414634146			4	0	1	1	2	2	2	12
2752.inclade1.ortho1.tre	0.390243902			3	0	1	1	2	2	1	10
2809.inclade1.ortho1.tre	0.341463415			4	0	1	1	2	2	2	12
2886.inclade1.ortho1.tre	0.463414634			4	0	1	1	2	2	2	12
2950.inclade1.ortho1.tre	0.390243902			4	0	1	1	2	2	2	12
68.inclade1.ortho1.tre	0.170731707			4	0	1	1	2	2	1	11
1025.inclade1.ortho1.tre	0.00980797	3.97673	0.268292683	4	0	1	1	2	1	0	9
1673.inclade1.ortho1.tre	0.044991	4.89685	0.268292683	4	0	1	1	2	1	0	9
1964.inclade1.ortho1.tre	0.010863	4.18684	0.365853659	4	0	1	1	2	1	0	9
827.inclade1.ortho1.tre	0.00973613	4.73916	0.170731707	3	0	1	1	2	1	0	8
1352.inclade1.ortho1.tre	0.0335467	5.35309	0.219512195	3	0	1	1	2	1	1	9
1897.inclade1.ortho1.tre	0.0193748	5.64684	0.365853659	3	0	1	1	2	1	1	9
47.inclade1.ortho1.tre	0.0112722	5.12651	0.048780488	2	0	1	1	2	1	1	8
559.inclade1.ortho1.tre	0.0367837	2.76537	0.195121951	4	0	1	1	2	1	1	10
644.inclade1.ortho1.tre	0.0439636	7.74661	0.146341463	4	0	1	1	2	1	1	10
940.inclade1.ortho1.tre	0.0139807	4.49036	0.268292683	4	0	1	1	2	1	1	10
1360.inclade1.ortho1.tre	0.0158761	4.48904	0.243902439	2	0	1	1	2	1	2	9
1418.inclade1.ortho1.tre	0.00992124	4.29591	0.170731707	1	0	1	1	2	1	2	8
1436.inclade1.ortho1.tre	0.010083	3.14829	0.146341463	3	0	1	1	2	1	2	10
1708.inclade1.ortho1.tre	0.00388892	3.112	0.268292683	4	0	1	1	2	1	2	11
2260.inclade1.ortho1.tre	0.00694729	3.8122	0.365853659	4	0	1	1	2	1	2	11
2638.inclade1.ortho1.tre	0.027527	5.19106	0.292682927	4	0	1	1	2	1	2	11
3013.inclade1.ortho1.tre	0.00760836	4.14075	0.268292683	1	0	1	1	2	1	2	8
2018.inclade1.ortho1.tre	0.341463415			4	0	1	1	2	1	2	11
1455.inclade1.ortho1.tre	0.0216402	5.85723	0.341463415	4	0	1	1	2	0	1	9
2221.inclade1.ortho1.tre	0.00972747	3.99207	0.268292683	2	0	1	1	2	0	1	7
2432.inclade1.ortho1.tre	0.0126849	3.15627	0.219512195	4	0	1	1	2	0	1	9
422.inclade1.ortho1.tre	0.0104669	3.69917	0.243902439	4	0	1	1	2	0	1	9
2819.inclade1.ortho1.tre	0.0162572	5.03266	0.292682927	2	0	1	1	2	0	2	8
2905.inclade1.ortho1.tre	0.014951	2.54129	0.219512195	4	0	1	1	2	0	2	10
2252.inclade1.ortho1.tre	0.317073171			3	0	1	1	2	0	2	9
2177.inclade1.ortho1.tre	0.0286596	9.03044	0.365853659	3	0	1	1	1	2	0	8
1310.inclade1.ortho1.tre	0.0229635	8.16122	0.243902439	3	0	1	1	1	2	1	9
1348.inclade1.ortho1.tre	0.0132679	6.05164	0.195121951	2	0	1	1	1	2	1	8
1977.inclade1.ortho1.tre	0.0141388	5.22877	0.341463415	4	0	1	1	1	2	1	10
2503.inclade1.ortho1.tre	0.00762118	2.40792	0.243902439	2	0	1	1	1	2	1	8
2727.inclade1.ortho1.tre	0.0039078	2.18897	0.219512195	4	0	1	1	1	2	1	10
2959.inclade1.ortho1.tre	0.0133944	4.82949	0.317073171	4	0	1	1	1	2	1	10
520.inclade1.ortho1.tre	0.0110399	3.10897	0.195121951	4	0	1	1	1	2	1	10
757.inclade1.ortho1.tre	0.00572969	4.77517	0.073170732	3	0	1	1	1	2	1	9
1466.inclade1.ortho1.tre	3.24806	14.591	0.268292683	3	0	1	1	1	2	2	10
1532.inclade1.ortho1.tre	0.0371871	4.50327	0.317073171	4	0	1	1	1	2	2	11
1890.inclade1.ortho1.tre	0.0182769	4.88408	0.243902439	2	0	1	1	1	2	2	9
1911.inclade1.ortho1.tre	0.0210381	5.99543	0.365853659	4	0	1	1	1	2	2	11
1923.inclade1.ortho1.tre	0.0292646	5.47634	0.317073171	1	0	1	1	1	2	2	8
1954.inclade1.ortho1.tre	0.020595	3.16174	0.146341463	3	0	1	1	1	2	2	10
1980.inclade1.ortho1.tre	0.0792204	7.2114	0.365853659	4	0	1	1	1	2	2	11
2101.inclade1.ortho1.tre	0.00902312	4.01458	0.243902439	2	0	1	1	1	2	2	9
2389.inclade1.ortho1.tre	0.0135584	4.95479	0.390243902	1	0	1	1	1	2	2	8
2686.inclade1.ortho1.tre	0.0081196	4.65862	0.317073171	3	0	1	1	1	2	2	10
817.inclade1.ortho1.tre	0.170731707			4	0	1	1	1	2	2	11
1406.inclade1.ortho1.tre	0.195121951			2	0	1	1	1	1	2	8
2693.inclade1.ortho1.tre	0.0110759	3.07598	0.317073171	4	0	1	1	0	2	1	9
1059.inclade1.ortho1.tre	0.0147449	3.00526	0.12195122	3	0	1	1	0	0	1	6
2609.inclade1.ortho1.tre	0.0119773	4.78642	0.292682927	3	0	1	0	2	2	1	9
1354.inclade1.ortho1.tre	0.0159977	5.1016	0.268292683	2	0	1	0	2	2	2	9
1357.inclade1.ortho1.tre	0.0398682	5.65399	0.243902439	3	0	1	0	2	2	2	10
1377.inclade1.ortho1.tre	0.231927	6.89782	0.195121951	2	0	1	0	2	2	2	9
2815.inclade1.ortho1.tre	0.0152439	4.79993	0.268292683	4	0	1	0	2	1	1	9
656.inclade1.ortho1.tre	0.0265765	5.86993	0.170731707	3	0	1	0	2	1	1	8
2405.inclade1.ortho1.tre	0.0155724	4.30945	0.219512195	1	0	1	0	2	1	2	7
2941.inclade1.ortho1.tre	0.0548733	4.93761	0.317073171	4	0	1	0	2	1	2	10
2845.inclade1.ortho1.tre	0.0480415	2.07605	0.073170732	2	0	1	0	2	0	0	5
1209.inclade1.ortho1.tre	0.00686806	3.26933	0.292682927	3	0	1	0	1	2	2	9
261.inclade1.ortho1.tre	0.170731707			2	0	1	0	1	2	2	8
2529.inclade1.ortho1.tre	0.150557	4.71384	0.12195122	3	0	1	0	1	0	1	6
454.inclade1.ortho1.tre	0.0215877	2.20585	0.12195122	3	0	1	0	1	0	1	6
2274.inclade1.ortho1.tre	0.0459383	4.25677	0.317073171	4	0	1	0	1	0	2	8
